用户名,评论时间,IP属地,点赞数量,评论内容
甜栗子?,2023.08.14,未知,0,水壶我有办法，我水壶都是倒点水烧开，然后加点冷水（不是特别烫就行），我会自己买水不用酒店的，然后放水壶一会就热啦[偷笑R]
二狗,2023.08.13,未知,0,自从知道有人在沐浴露里面蛇金”我都不敢用酒店。
昵昵,2023.08.13,未知,1,过几天去玩，准备把疫情期间囤的酒精湿巾带上，到住的地方第一件事把桌椅洗脸盆等先擦一遍[失望R]
半岛铁盒,2023.08.13,未知,1,@Matthew.
Jessica1124ye,2023.08.13,未知,0,曾经的出差党---马桶用酒精擦干净，烧水壶自己带，酒店的杯子不用，其他的都没啥，一次性的东西也未必干净
tsukino usagi,2023.08.13,未知,0,我也
江南有李,2023.08.13,未知,0,不带牙刷牙膏，奶茶杯洗干净当漱口杯。甚至自带花洒[笑哭R]
momoe,2023.08.13,未知,1,还差几个一次性杯子啊，牙膏牙刷，酒精湿巾，一次性抹布，到目的地超市药店买瓶酒精，先消毒，再用。你这马桶坐垫不够，随身包里放一个，火车上用得着[捂脸R]
3?L,2023.08.13,未知,0,@蟹堡王
诗敏??,2023.08.13,未知,0,哪里买的，
胡毛毛,2023.08.12,未知,0,@呜啦啦啦啦
放长线,2023.08.12,未知,0,@看尽长安花 全买下
晓,2023.08.12,未知,0,@小蜜峰
momo（不熬夜版）,2023.08.12,未知,0,完全不会用。连一次性内裤都不想买。总觉得不干净[捂脸R]
如来大boss,2023.08.12,未知,0,@Ai.Lnss 现在住酒店成本还挺高，啥都需要自己准备了[捂脸R]
荔枝蒸肉末,2023.08.12,未知,0,玻璃陶瓷杯子的话，自己洗一遍再用开水烫一遍也就行了吧[汗颜R]
叫我女王大人！,2023.08.12,未知,0,挺好的，我也是带这些[偷笑R]
A-Can,2023.08.11,未知,7,[失望R]我买了一次性的 内裤 浴巾 毛巾 马桶套  洗脸巾 自己带的旧床单 牙具自己的  拖鞋  在网上抢到了2元6双袜子 打算当一次性的 但是他们占了我箱子一大半 带孩子出门不得不这么细致 我和娃都是过敏体质
Grenn?茵茵,2023.08.11,未知,0,香港的我才敢用
。,2023.08.11,未知,1,我带的一次性马桶垫套不上酒店的马桶[哭惹R]
Abcilantro,2023.08.11,未知,1,是不是还得带一张床垫，毕竟那么多人睡[微笑R]
加菲是只猫,2023.08.11,未知,0,我还是带个一瓶次氯酸消毒片和喷壶吧，去年全民皆阳的时候买了好几瓶，都没怎么用过[笑哭R]然后看看一次性浴巾毛巾就算了，其它懒得买跟带了[飞吻R]
有一条小路通往318,2023.08.11,未知,0,真洁癖不要住酒店，去哪都开车，住车里就行。很多洁癖人士，最喜欢用酒店毛巾擦鞋吸水。
嘘 小点声o,2023.08.10,未知,0,@你好可爱
张好看真好看,2023.08.10,未知,1,我连烧水壶和吹风机都是自带的！酒店我只使用屋子基本上[失望R][失望R][失望R]
二一,2023.08.10,未知,0,我也带这么多[笑哭R]花洒都带了
奶茶五分糖～,2023.08.10,未知,0,除了床上的一次性套装没有，马桶套没准备，准备拿他们的水壶烧开水烫一下再酒精棉擦一擦，其他都带了。还带了洗衣液，衣架[doge]
应知节,2023.08.10,未知,3,带这么多东西 都不知道住酒店的意义是什么 好像大家都默认酒店很脏 要自己带床单之类的 但是这不都是酒店的义务吗
0难,2023.08.10,未知,0,@V
别动我的坩埚,2023.08.10,未知,0,@Genial
啦啦啦啦凯拉,2023.08.10,未知,0,姐妹我跟你带的一模一样 而且我还带了一次性袜子 省的手洗了[皱眉R]
??,2023.08.09,未知,0,还有烧水壶[失望R]
小卤蛋?,2023.08.09,未知,0,买了一次性浴巾 棉柔巾 折叠衣架  隔脏睡袋 一次性马桶垫 再带个水壶 买点矿泉水烧烧 带双拖鞋 买个小包洗衣液 洗衣皂  洗发水 一盒香皂片[笑哭R]
木瑾Eileen,2023.08.09,未知,0,@小红薯6470D1B5 [飞吻R][飞吻R][飞吻R][飞吻R]下次这样吧
vv.,2023.08.09,未知,0,@醉染
Oxygentt1,2023.08.08,未知,0,@原来是WD.
Q.,2023.08.08,未知,2,刷牙牙膏呢
123,2023.08.08,未知,0,现在住酒店太累[笑哭R][笑哭R]明面上过得去就可以了[笑哭R][笑哭R]
曾胖胖,2023.08.08,未知,0,啥都自己带真的会累死唉[汗颜R]  买了四件套我也没带着去，就我老公那出随便折腾两下就烂掉了
无用社交,2023.08.08,未知,0,你漏了花洒[笑哭R]
未来会更好,2023.08.08,未知,0,有些时候东西带多了自驾还好，人多行李多托运不麻烦么？
有普拉多的每一天?,2023.08.08,未知,4,[笑哭R]这次出门，带了80条内裤，不喜欢穿一次性内裤，感觉不舒服
黄焖鸡米饭,2023.08.07,未知,0,你这住个酒店还挺麻烦的
橘南,2023.08.07,未知,0,啊哈哈哈，和男朋友公司的同事们去旅游可以带家属，他带了我[笑哭R]后面我们谈好了带大箱子因为一次性的全部都是占地方，缺啥也不能少，他也记啥问我有没有，我们去了他们同事一脸懵逼的问带那么重？？[害羞R]
大耳朵胡图图?,2023.08.07,未知,1,毛巾什么去玩的地方买一次性的，内衣带旧的换下来直接扔掉
龠水水,2023.08.07,未知,0,拖鞋。怎么可以没有拖鞋！
一枝桃桃,2023.08.07,未知,0,我都自带 一次性的只带马桶垫和洗脸巾
momo,2023.08.07,未知,12,[失望R]
蝴蝶入殓师,2023.08.06,未知,0,姐妹这款一次性内裤好用嘛
来自星星的小可爱?,2023.08.06,未知,2,同款～好想拍一个我行李箱给你看看～为了装这些，我本来一个行李箱变成两个了[笑哭R][笑哭R]尤其7月去山东自驾10天回来，住了好几家民宿，有几个卫生真得不行～所以我这次出游都带上了
????,2023.08.06,未知,1,就是因为这个我这几年醒悟之后宁愿不出门旅游也不好治这种脏地方[哭惹R]不是我洁癖是我真的受不了啊啊那些不干不净的怪病
古小力爱吃火锅,2023.08.06,未知,0,哈哈，同样的，我也都带了，一次性的用品，甚至连毯子我都带了[偷笑R]现在夏天还好，我就不带煮水杯了，但是如果是冬天我真会带[捂脸R]冬天早上起来需要喝杯热水～出去一趟，像搬家一样，哈哈哈
Jawing.,2023.08.06,未知,5,哎[捂脸R]现在的酒店 为什么不能做好点 做干净卫生点 搞得我们这么麻烦 本来住酒店就是图方便快捷 现在倒好 好多东西都要带自己的
低空飛行,2023.08.05,未知,0,@Verny_non
风雨旖旎秀,2023.08.05,未知,0,你还少一样呢！便携式电热水杯！
祝星,2023.08.05,未知,0,我也是买买买
真的吗,2023.08.04,未知,0,我现在出门有半箱是一次性用品
汙,2023.08.04,未知,0,买了便宜点的毛巾，用完就扔了，一次性床上四件套硬卧用，隔脏睡袋酒店用，还有马桶垫，水杯啥的用不上，白天不在晚上回来顺手买水
慢慢亦浪漫.,2023.08.04,未知,0,我只买了一次性马桶垫[笑哭R]自己带个浴巾和几个一次性水杯啥的我看网上大家买好多，真的好像要搬家[笑哭R]
派大星我们去抓水母吧,2023.08.04,未知,0,这个马桶套手会碰到马桶垫，买有时光一次性马桶垫，够长还双层
派大星我们去抓水母吧,2023.08.04,未知,0,你这种隔睡袋还得套被子，多累，得买布的隔睡袋，人钻进去。
小如,2023.08.04,未知,0,@西西 我要囤这些
一口锅包肉,2023.08.04,未知,1,@仲夏夜
Mercy,2023.08.03,未知,0,@fighting～ 我还真准备买点这种一次性的浴巾啊毛巾回来
史努比,2023.08.03,未知,0,我的天
sarah,2023.08.03,未知,1,老公总说订好点的酒店，看人家一户一消毒，床单被罩毛巾都是及时换了，洗完拿蒸汽机高温消毒，很干净。该如何说服他[笑哭R][笑哭R][笑哭R]
momo,2023.08.03,未知,0,姐妹，一次性床单和被套会不会跑？
Zzzzzz,2023.08.03,未知,0,旅个游太难了[汗颜R]
opal-xt0621,2023.08.02,未知,1,@1cool
佩佩要谦虚,2023.08.02,未知,0,经常出差  一定要带衣架烧水壶甚至还有烘干机
大壳,2023.08.02,未知,0,我连酒店里的衣架都要用酒精湿巾擦一下
巧克力派,2023.08.02,未知,1,一个一个搜同款，中秋准备出去玩，过敏体质每次住酒店都不舒服[哭惹R]
北岸云向西,2023.08.02,未知,0,礼貌咨询，我之前买的无纺布的床上四件套，和床单不是很服帖，一直要黏在我身上，是我打开方式不对么[笑哭R]
小红薯649E61E3,2023.08.02,未知,0,打包消毒的毛巾我还是敢用的，牙具不太敢用但是遇到不会刷出血(牙刷毛没那么硬)的好牙具还是会带回家循环用的
周周周周能,2023.08.02,未知,1,@不羡仙 好多和我们一样的[笑哭R]
一寸欢喜,2023.08.02,未知,0,和你一样，我连烧水壶都会自带，还有淋浴的拖鞋，带女儿的话女儿的枕头也自带
hello66,2023.08.01,未知,0,求这些链接啊[哭惹R]
我是一颗跳跳糖,2023.08.01,未知,0,我旅行十几次和家里人，酒店水壶次次都用就是前面烧水倒掉两次
夺笋,2023.08.01,未知,0,我买一次性床单被罩马桶垫啥的，毛巾拿家里旧的，内裤的话也是旧的两条三条就扔了也不会住很多天，沐浴露啥的会自己装个小瓶带，进屋先拿酒精湿巾把把手啥的都擦几遍
朗禾食养,2023.08.01,未知,0,自己驼又要带孩子太累了[笑哭R]
小红薯A5EF8D13,2023.08.01,未知,0,我买了个大概可以每次烧水400ml的烧水壶，不是塑料那种，是和保温杯一样不锈钢材质，虽然很重，但是随身带每次自己烧水安心
汤??,2023.08.01,未知,0,除了牙刷和洗脸巾会自带，其他不会
momo,2023.08.01,未知,0,姐妹，那个一次性内裤好用吗？我买的还没到[偷笑R][偷笑R][偷笑R]
seul,2023.08.01,未知,2,能占半个行李箱[笑哭R]现在出去我都是到地方再叫外卖买
朗禾食养,2023.08.01,未知,1,我也是自带，酒店的东西一个也不敢碰[笑哭R]
幺柒贰的D,2023.08.01,未知,0,我也是 还自带水壶
千玺夫人~咔咔,2023.08.01,未知,0,@?
IN YOUR EYES,2023.08.01,未知,0,@queen
呜啦啦,2023.08.01,未知,0,每次住完酒店都感觉身上痒
开心小宁子,2023.07.31,未知,3,什么都不敢用，酒店最欢迎你
面朝阳心亦朝阳,2023.07.31,未知,1,应该比一次性的东西还干净
Jkuju,2023.07.31,未知,4,点错了，你这些我都会带，不带就心里不舒服，而且我还不让保洁给我收拾屋子，如果要收拾一定我在房间时候，我怕她收完垃圾，给我铺床[哭惹R]自己也烦自己这样，又改不了
逸帆,2023.07.31,未知,1,一次性的也不见得多干净，但是我也带这么多，内裤我带的都是差不多穿旧的，多带几条，穿完就扔，正好回来换新的[偷笑R]
身体棒棒波,2023.07.31,未知,0,觉得一次性的床单和浴巾那些材质很不舒服
空,2023.07.31,未知,0,我也是同款
笙笙曼?,2023.07.31,未知,0,一样，全带，反正回去就没这么多东西了[偷笑R]
?,2023.07.31,未知,0,内裤建议带不准备穿的拿去旅游，用完就丢可爽了[偷笑R][偷笑R]我之前用一次性内裤过敏了[哭惹R][哭惹R]再也不敢用了[捂脸R]
520,2023.07.30,未知,0,我床单带的是是那种一体的，有个小单子还可以当被子用，天冷还带个被子[笑哭R]
momo,2023.07.30,未知,1,我会带一次性内裤毛巾洗脸巾湿厕纸
别吃了,2023.07.30,未知,1,@314
李团团,2023.07.30,未知,0,我都是自己带一次性的
手可摘冬笋,2023.07.30,未知,0,冬天出门我会自带水壶，酒店的水壶不用的，洗发水沐浴露那些看酒店再决定用不用，内衣裤带旧的穿了直接丢，睡衣我也会自带的。其他一般高温消毒的毛巾应该还行吧，反正洗脸也是用棉柔巾擦干，给孩子带自己的小毛巾。
A?一粒米,2023.07.30,未知,0,一次性桌布也少不了 大桌子直接一铺，各种铺
酸酸甜甜就是我,2023.07.30,未知,1,我出去玩就跟搬家似的，连澡都不敢在酒店洗
AAA建材马哥,2023.07.30,未知,0,@AAA珠宝王姐 [偷笑R]
枣枣豆豆,2023.07.30,未知,0,以前也用一次性内裤，看到一条短视频后再也没用过了
一边打工一边读研的小辣羁,2023.07.30,未知,0,还有洗漱套装[偷笑R]
开心不想长肉,2023.07.30,未知,0,@Choose
小红薯62C80FE7,2023.07.30,未知,0,一次性的床单被罩那个会不会睡的不舒服？有推荐的吗？名创优品卖的可以么
琳静,2023.07.29,未知,0,@不吃鱼
啊啊?,2023.07.29,未知,19,一次性床单 一次性枕套 一次性隔脏睡袋 一次性浴巾 一次性毛巾 一次性马桶垫 还有洗脸巾和酒精湿巾[笑哭R]
木木,2023.07.29,未知,0,@梓爱哈木
amOKW.,2023.07.29,未知,3,就是想吃泡面，煮水又觉得水壶脏
小红薯5BFD73B7,2023.07.29,未知,0,出门40多天，天天穿长袖睡衣睡觉，内裤，马桶垫，毛巾等都带了，但一次性四件套只带了2套，在看着环境不好的地方用。
超爱百香双响炮,2023.07.29,未知,0,我现在还要穿长裤长袖去，我害怕脏 上次去汕头住的那个酒店挺干净的，但是就是不知道为什么跟我朋友两个人躺下都非常无敌痒 然后都把长裤长袖穿上了
Wang,2023.07.29,未知,0,我也是买了全套
小红薯663,2023.07.29,未知,8,我住的酒店有一次性马桶垫和一次性浴巾什么的，但是收费15
夏天,2023.07.29,未知,0,我也买好了，下个月去广州。
卷卷圈,2023.07.29,未知,0,@南海岸没有船
momo,2023.07.29,未知,0,我住的酒店物品全是你图上这种一次性的 [偷笑R]
海阔天空,2023.07.29,未知,0,我把一次性内裤洗洗再带去，不洗接受不了[害羞R]
仙女Plus的娘,2023.07.29,未知,19,我也是一次性四件套，一次性浴巾，一次性毛巾都带了，但是如果去的地方多，频繁换酒店的话，这些东西带着一个是占地方再一个是真的沉[失望R]，这次去了4个地方换了4家酒店，带了4套一次性四件套，下次带自己平时在家用过的或者买那种旅行睡袋式的吧[失望R]
嘉美美,2023.07.29,未知,0,基本的必须都带着，还有摩飞的电热杯，折叠洗衣盆，衣挂，拖鞋，酒精湿巾，
单纯～幼girl,2023.07.29,未知,1,酒店都是统一送去消毒的嗷，不过也是循环使用。其实一次性用品也不一定干净，毕竟包装肯定要人力，人家又不可能清洗了给你包装。所以实在介意可以带自己洗过用过不准备用了的床品
橘子味的可乐,2023.07.28,未知,2,我就比较厉害了床单被套浴巾自己带（尽量带家里想淘汰没舍得淘汰的，用完就不用带回去了[笑哭R]），夏天还可以自己带个小毯子[笑哭R]一次性浴巾带了压缩的主要去海边比较方便
柚子酱,2023.07.28,未知,0,消毒液是怎么带的[皱眉R]
无翼乖乖,2023.07.28,未知,1,除了床单别的我都准备了
29,2023.07.28,未知,0,@iiiiuu
小咪丫子,2023.07.28,未知,0,网上买的一次性东西也是一样不卫生
可爱的PUPPY-SAM,2023.07.28,未知,0,那不是挺好，酒店也欢迎你们这样爱干净的人[偷笑R]
momo,2023.07.27,未知,0,买的古旭，很不错
波波奶茶,2023.07.27,未知,0,床单没必要里面都是脏的
jane,2023.07.27,未知,6,酒店人也很喜欢你这样的客人呢，互相尊重互不嫌弃[偷笑R][偷笑R]有的不舍得买又嫌脏像店家要东西的真无语
momo,2023.07.31,未知,2,现在连花洒都打算自己带了
芝士超能量?,2023.09.24,未知,1,顶碰多难用！都这样了，你不再带根管和花洒会合适吗？
爱生活爱自己爱人人,2023.09.23,未知,0,带花洒和软管但是不会拆卸安装咋整
小红薯64257EC4,2023.08.11,未知,0,其他的我了解，喷头花洒有什么故事？
小红薯653EAB89,2023.11.16,未知,3,哪里有
用户已注销,2022.10.15,未知,3,可以充多久呀
Kiana,2023.08.25,未知,7,能帮忙代购吗？
?? ???,2023.11.17,未知,1,@福尔萌斯 那天那个印度人是不是要找这个
憶難評,2024.01.31,山东,0,这个到手后先充电吗
小奈春晴,2024.01.19,广东,0,d
小王子果库金金,2024.01.19,广东,0,什么的东西
小红薯65A93A94,2024.01.17,广东,0,懂的都懂[葡萄R][草莓R][桃子R]
鑫鑫果味库子仔,2023.12.13,未知,1,懂的懂???
鑫源水果仓,2023.12.01,未知,1,果味你懂的，正品
浮生,2024.01.09,未知,0,"???	向上看投象?	哪里有字?绝对真实 七个0[蹲后续H][害羞R]"
朝阳,2024.01.05,未知,10,正常人浴巾谁用湿的啊
燕子,2024.02.07,湖南,1,?
淡淡,2023.09.10,未知,0,驱蚊水可以带上飞机吗
惹不起的小羊?,2023.07.28,未知,0,u型枕咋样
最爱芋泥啦,2023.07.21,未知,0,那个床单被罩好用嘛[派对R]？
Fern,2023.09.16,未知,1,读卡器怎么样啊？
不得无李li?,2023.07.30,未知,0,这个拖鞋发货快不快，下周末我就出发了
怼怼,2023.07.30,未知,0,有时光一次性内裤为什么我看好贵
swyere,2024.01.12,未知,0,这个牙刷盒常规的牙刷能放得进不
